input_text,target_text
"Genera una descripción atractiva de este artículo: hub USB-C, marca Xiaomi, color verde, tamaño mediano, forma ovalado, hecho de metal, condición nuevo, perfecto para estudio.","Este hub USB-C de la marca Xiaomi combina elegancia y funcionalidad. Su diseño ovalado, color verde y tamaño mediano lo hacen ideal para estudio. Estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: smartphone; marca: Lenovo; color: negro; tamaño: grande; forma: circular; material: plástico; estado: usado; uso recomendado: estudio.,"Potencia y estilo se unen en este smartphone de Lenovo. Color negro, tamaño grande y excelente condición usado. Perfecto para estudio."
Actúa como un vendedor profesional. Describe un producto: teclado mecánico; marca: Apple; color: verde; tamaño: compacto; forma: circular; material: plástico; estado: usado; uso recomendado: gaming.,"Este teclado mecánico fue diseñado para el uso en gaming, con cuerpo de plástico y un elegante color verde. Marca Apple, estado: usado."
"Eres asesor de tecnología. Promociona un teclado mecánico de la marca Apple, color negro, tamaño compacto, con forma rectangular, material vidrio, estado reacondicionado, pensado para gaming.","Este teclado mecánico fue diseñado para el uso en gaming, con cuerpo de vidrio y un elegante color negro. Marca Apple, estado: reacondicionado."
"Producto para catálogo: drone (HP). Color: negro, tamaño: compacto, forma: circular, material: metal, estado: reacondicionado. Recomendado para: hogar.","Este drone de la marca HP combina elegancia y funcionalidad. Su diseño circular, color negro y tamaño compacto lo hacen ideal para hogar. Estado: reacondicionado."
"Producto para catálogo: reloj inteligente (Xiaomi). Color: rojo, tamaño: compacto, forma: rectangular, material: aluminio, estado: usado. Recomendado para: hogar.","Este reloj inteligente fue diseñado para el uso en hogar, con cuerpo de aluminio y un elegante color rojo. Marca Xiaomi, estado: usado."
Actúa como un vendedor profesional. Describe un producto: smartphone; marca: Lenovo; color: rojo; tamaño: compacto; forma: rectangular; material: plástico; estado: usado; uso recomendado: hogar.,"Potencia y estilo se unen en este smartphone de Lenovo. Color rojo, tamaño compacto y excelente condición usado. Perfecto para hogar."
"Producto para catálogo: reloj inteligente (Acer). Color: rojo, tamaño: grande, forma: cuadrado, material: aluminio, estado: nuevo. Recomendado para: viajes.","Este reloj inteligente de la marca Acer combina elegancia y funcionalidad. Su diseño cuadrado, color rojo y tamaño grande lo hacen ideal para viajes. Estado: nuevo."
"Quiero convencer a un cliente para que compre un cámara de seguridad marca Asus, color blanco, tamaño grande, forma rectangular, hecho de vidrio, en estado reacondicionado, ideal para hogar.","Este cámara de seguridad fue diseñado para el uso en hogar, con cuerpo de vidrio y un elegante color blanco. Marca Asus, estado: reacondicionado."
"Quiero convencer a un cliente para que compre un router WiFi marca Xiaomi, color blanco, tamaño mediano, forma cuadrado, hecho de aluminio, en estado nuevo, ideal para gaming.","Potencia y estilo se unen en este router WiFi de Xiaomi. Color blanco, tamaño mediano y excelente condición nuevo. Perfecto para gaming."
"Eres asesor de tecnología. Promociona un consola de videojuegos de la marca Asus, color gris, tamaño mediano, con forma circular, material plástico, estado nuevo, pensado para viajes.","Este consola de videojuegos fue diseñado para el uso en viajes, con cuerpo de plástico y un elegante color gris. Marca Asus, estado: nuevo."
"Producto para catálogo: cámara de seguridad (Acer). Color: negro, tamaño: mediano, forma: cuadrado, material: metal, estado: reacondicionado. Recomendado para: oficina.","Un excelente cámara de seguridad reacondicionado, color negro, con forma cuadrado y materiales de calidad como metal. Diseñado por Acer para quienes buscan lo mejor en oficina."
Actúa como un vendedor profesional. Describe un producto: router WiFi; marca: Samsung; color: gris; tamaño: grande; forma: cuadrado; material: aluminio; estado: usado; uso recomendado: hogar.,"Potencia y estilo se unen en este router WiFi de Samsung. Color gris, tamaño grande y excelente condición usado. Perfecto para hogar."
Actúa como un vendedor profesional. Describe un producto: impresora; marca: Lenovo; color: plateado; tamaño: mediano; forma: ovalado; material: aluminio; estado: nuevo; uso recomendado: estudio.,"Potencia y estilo se unen en este impresora de Lenovo. Color plateado, tamaño mediano y excelente condición nuevo. Perfecto para estudio."
"Eres asesor de tecnología. Promociona un barra de sonido de la marca Xiaomi, color plateado, tamaño grande, con forma circular, material metal, estado usado, pensado para viajes.","Este barra de sonido de la marca Xiaomi combina elegancia y funcionalidad. Su diseño circular, color plateado y tamaño grande lo hacen ideal para viajes. Estado: usado."
"Genera una descripción atractiva de este artículo: silla gamer, marca Lenovo, color plateado, tamaño grande, forma ovalado, hecho de aluminio, condición usado, perfecto para gaming.","Con estructura de aluminio y diseño ovalado, este silla gamer marca Lenovo ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado usado."
"Genera una descripción atractiva de este artículo: consola de videojuegos, marca Asus, color plateado, tamaño mediano, forma circular, hecho de metal, condición reacondicionado, perfecto para estudio.","Un excelente consola de videojuegos reacondicionado, color plateado, con forma circular y materiales de calidad como metal. Diseñado por Asus para quienes buscan lo mejor en estudio."
"Genera una descripción atractiva de este artículo: luces LED, marca Logitech, color blanco, tamaño compacto, forma circular, hecho de vidrio, condición reacondicionado, perfecto para hogar.","Este luces LED fue diseñado para el uso en hogar, con cuerpo de vidrio y un elegante color blanco. Marca Logitech, estado: reacondicionado."
"Quiero convencer a un cliente para que compre un cámara de seguridad marca Samsung, color verde, tamaño compacto, forma rectangular, hecho de vidrio, en estado usado, ideal para hogar.","Un excelente cámara de seguridad usado, color verde, con forma rectangular y materiales de calidad como vidrio. Diseñado por Samsung para quienes buscan lo mejor en hogar."
Actúa como un vendedor profesional. Describe un producto: hub USB-C; marca: Lenovo; color: negro; tamaño: mediano; forma: rectangular; material: vidrio; estado: reacondicionado; uso recomendado: oficina.,"Potencia y estilo se unen en este hub USB-C de Lenovo. Color negro, tamaño mediano y excelente condición reacondicionado. Perfecto para oficina."
"Genera una descripción atractiva de este artículo: drone, marca Sony, color verde, tamaño mediano, forma rectangular, hecho de aluminio, condición nuevo, perfecto para gaming.","Este drone fue diseñado para el uso en gaming, con cuerpo de aluminio y un elegante color verde. Marca Sony, estado: nuevo."
"Genera una descripción atractiva de este artículo: teclado mecánico, marca HP, color negro, tamaño compacto, forma ovalado, hecho de plástico, condición nuevo, perfecto para oficina.","Potencia y estilo se unen en este teclado mecánico de HP. Color negro, tamaño compacto y excelente condición nuevo. Perfecto para oficina."
"Producto para catálogo: smartphone (Asus). Color: gris, tamaño: grande, forma: circular, material: plástico, estado: nuevo. Recomendado para: hogar.","Un excelente smartphone nuevo, color gris, con forma circular y materiales de calidad como plástico. Diseñado por Asus para quienes buscan lo mejor en hogar."
"Eres asesor de tecnología. Promociona un notebook de la marca Lenovo, color gris, tamaño mediano, con forma circular, material vidrio, estado usado, pensado para hogar.","Con estructura de vidrio y diseño circular, este notebook marca Lenovo ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: silla gamer; marca: Logitech; color: rojo; tamaño: grande; forma: ovalado; material: metal; estado: nuevo; uso recomendado: oficina.,"Potencia y estilo se unen en este silla gamer de Logitech. Color rojo, tamaño grande y excelente condición nuevo. Perfecto para oficina."
"Quiero convencer a un cliente para que compre un notebook marca Acer, color negro, tamaño mediano, forma cuadrado, hecho de vidrio, en estado usado, ideal para gaming.","Este notebook de la marca Acer combina elegancia y funcionalidad. Su diseño cuadrado, color negro y tamaño mediano lo hacen ideal para gaming. Estado: usado."
Actúa como un vendedor profesional. Describe un producto: luces LED; marca: Samsung; color: azul; tamaño: compacto; forma: rectangular; material: aluminio; estado: usado; uso recomendado: hogar.,"Un excelente luces LED usado, color azul, con forma rectangular y materiales de calidad como aluminio. Diseñado por Samsung para quienes buscan lo mejor en hogar."
"Genera una descripción atractiva de este artículo: hub USB-C, marca HP, color negro, tamaño grande, forma rectangular, hecho de plástico, condición usado, perfecto para hogar.","Con estructura de plástico y diseño rectangular, este hub USB-C marca HP ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado usado."
"Eres asesor de tecnología. Promociona un silla gamer de la marca Xiaomi, color plateado, tamaño compacto, con forma circular, material aluminio, estado reacondicionado, pensado para estudio.","Potencia y estilo se unen en este silla gamer de Xiaomi. Color plateado, tamaño compacto y excelente condición reacondicionado. Perfecto para estudio."
"Genera una descripción atractiva de este artículo: cámara de seguridad, marca HP, color verde, tamaño mediano, forma cuadrado, hecho de vidrio, condición usado, perfecto para viajes.","Potencia y estilo se unen en este cámara de seguridad de HP. Color verde, tamaño mediano y excelente condición usado. Perfecto para viajes."
"Eres asesor de tecnología. Promociona un drone de la marca Asus, color gris, tamaño compacto, con forma cuadrado, material aluminio, estado usado, pensado para oficina.","Con estructura de aluminio y diseño cuadrado, este drone marca Asus ofrece gran rendimiento y estilo. Ideal para oficina. Se encuentra en estado usado."
"Genera una descripción atractiva de este artículo: disco duro externo, marca HP, color gris, tamaño mediano, forma ovalado, hecho de aluminio, condición reacondicionado, perfecto para hogar.","Este disco duro externo fue diseñado para el uso en hogar, con cuerpo de aluminio y un elegante color gris. Marca HP, estado: reacondicionado."
"Eres asesor de tecnología. Promociona un reloj inteligente de la marca Sony, color azul, tamaño grande, con forma circular, material aluminio, estado nuevo, pensado para viajes.","Un excelente reloj inteligente nuevo, color azul, con forma circular y materiales de calidad como aluminio. Diseñado por Sony para quienes buscan lo mejor en viajes."
"Genera una descripción atractiva de este artículo: silla gamer, marca Apple, color rojo, tamaño mediano, forma rectangular, hecho de aluminio, condición nuevo, perfecto para viajes.","Potencia y estilo se unen en este silla gamer de Apple. Color rojo, tamaño mediano y excelente condición nuevo. Perfecto para viajes."
"Eres asesor de tecnología. Promociona un mouse ergonómico de la marca Xiaomi, color verde, tamaño compacto, con forma cuadrado, material vidrio, estado nuevo, pensado para viajes.","Este mouse ergonómico fue diseñado para el uso en viajes, con cuerpo de vidrio y un elegante color verde. Marca Xiaomi, estado: nuevo."
"Eres asesor de tecnología. Promociona un impresora de la marca Apple, color blanco, tamaño compacto, con forma rectangular, material plástico, estado reacondicionado, pensado para hogar.","Este impresora de la marca Apple combina elegancia y funcionalidad. Su diseño rectangular, color blanco y tamaño compacto lo hacen ideal para hogar. Estado: reacondicionado."
"Genera una descripción atractiva de este artículo: consola de videojuegos, marca Apple, color blanco, tamaño grande, forma cuadrado, hecho de plástico, condición nuevo, perfecto para hogar.","Con estructura de plástico y diseño cuadrado, este consola de videojuegos marca Apple ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado nuevo."
"Quiero convencer a un cliente para que compre un smartphone marca Logitech, color azul, tamaño grande, forma circular, hecho de vidrio, en estado usado, ideal para viajes.","Este smartphone fue diseñado para el uso en viajes, con cuerpo de vidrio y un elegante color azul. Marca Logitech, estado: usado."
Actúa como un vendedor profesional. Describe un producto: barra de sonido; marca: Asus; color: verde; tamaño: grande; forma: cuadrado; material: vidrio; estado: reacondicionado; uso recomendado: estudio.,"Potencia y estilo se unen en este barra de sonido de Asus. Color verde, tamaño grande y excelente condición reacondicionado. Perfecto para estudio."
"Genera una descripción atractiva de este artículo: impresora, marca Logitech, color rojo, tamaño compacto, forma ovalado, hecho de vidrio, condición reacondicionado, perfecto para hogar.","Este impresora de la marca Logitech combina elegancia y funcionalidad. Su diseño ovalado, color rojo y tamaño compacto lo hacen ideal para hogar. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un disco duro externo de la marca Xiaomi, color verde, tamaño mediano, con forma rectangular, material metal, estado reacondicionado, pensado para oficina.","Potencia y estilo se unen en este disco duro externo de Xiaomi. Color verde, tamaño mediano y excelente condición reacondicionado. Perfecto para oficina."
"Producto para catálogo: impresora (Acer). Color: rojo, tamaño: mediano, forma: circular, material: vidrio, estado: nuevo. Recomendado para: hogar.","Potencia y estilo se unen en este impresora de Acer. Color rojo, tamaño mediano y excelente condición nuevo. Perfecto para hogar."
"Producto para catálogo: reloj inteligente (Apple). Color: plateado, tamaño: grande, forma: ovalado, material: vidrio, estado: nuevo. Recomendado para: viajes.","Este reloj inteligente fue diseñado para el uso en viajes, con cuerpo de vidrio y un elegante color plateado. Marca Apple, estado: nuevo."
"Quiero convencer a un cliente para que compre un reloj inteligente marca Samsung, color rojo, tamaño grande, forma cuadrado, hecho de metal, en estado nuevo, ideal para hogar.","Este reloj inteligente fue diseñado para el uso en hogar, con cuerpo de metal y un elegante color rojo. Marca Samsung, estado: nuevo."
"Quiero convencer a un cliente para que compre un parlante bluetooth marca Acer, color plateado, tamaño mediano, forma circular, hecho de metal, en estado reacondicionado, ideal para oficina.","Este parlante bluetooth de la marca Acer combina elegancia y funcionalidad. Su diseño circular, color plateado y tamaño mediano lo hacen ideal para oficina. Estado: reacondicionado."
"Quiero convencer a un cliente para que compre un hub USB-C marca Samsung, color blanco, tamaño mediano, forma cuadrado, hecho de plástico, en estado reacondicionado, ideal para gaming.","Un excelente hub USB-C reacondicionado, color blanco, con forma cuadrado y materiales de calidad como plástico. Diseñado por Samsung para quienes buscan lo mejor en gaming."
"Producto para catálogo: smartphone (Lenovo). Color: azul, tamaño: mediano, forma: ovalado, material: plástico, estado: reacondicionado. Recomendado para: viajes.","Con estructura de plástico y diseño ovalado, este smartphone marca Lenovo ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado reacondicionado."
"Eres asesor de tecnología. Promociona un barra de sonido de la marca Logitech, color gris, tamaño compacto, con forma cuadrado, material plástico, estado nuevo, pensado para oficina.","Este barra de sonido fue diseñado para el uso en oficina, con cuerpo de plástico y un elegante color gris. Marca Logitech, estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: reloj inteligente; marca: Apple; color: gris; tamaño: grande; forma: cuadrado; material: aluminio; estado: nuevo; uso recomendado: hogar.,"Este reloj inteligente de la marca Apple combina elegancia y funcionalidad. Su diseño cuadrado, color gris y tamaño grande lo hacen ideal para hogar. Estado: nuevo."
"Producto para catálogo: parlante bluetooth (Sony). Color: plateado, tamaño: compacto, forma: ovalado, material: plástico, estado: reacondicionado. Recomendado para: gaming.","Un excelente parlante bluetooth reacondicionado, color plateado, con forma ovalado y materiales de calidad como plástico. Diseñado por Sony para quienes buscan lo mejor en gaming."
"Eres asesor de tecnología. Promociona un cámara de seguridad de la marca Asus, color azul, tamaño compacto, con forma cuadrado, material plástico, estado usado, pensado para gaming.","Un excelente cámara de seguridad usado, color azul, con forma cuadrado y materiales de calidad como plástico. Diseñado por Asus para quienes buscan lo mejor en gaming."
"Quiero convencer a un cliente para que compre un drone marca Sony, color blanco, tamaño compacto, forma ovalado, hecho de aluminio, en estado nuevo, ideal para estudio.","Este drone de la marca Sony combina elegancia y funcionalidad. Su diseño ovalado, color blanco y tamaño compacto lo hacen ideal para estudio. Estado: nuevo."
"Producto para catálogo: cámara de seguridad (Samsung). Color: verde, tamaño: compacto, forma: circular, material: aluminio, estado: reacondicionado. Recomendado para: estudio.","Este cámara de seguridad fue diseñado para el uso en estudio, con cuerpo de aluminio y un elegante color verde. Marca Samsung, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: cámara de seguridad; marca: Logitech; color: negro; tamaño: mediano; forma: ovalado; material: vidrio; estado: nuevo; uso recomendado: oficina.,"Con estructura de vidrio y diseño ovalado, este cámara de seguridad marca Logitech ofrece gran rendimiento y estilo. Ideal para oficina. Se encuentra en estado nuevo."
Actúa como un vendedor profesional. Describe un producto: silla gamer; marca: HP; color: azul; tamaño: mediano; forma: rectangular; material: metal; estado: nuevo; uso recomendado: estudio.,"Potencia y estilo se unen en este silla gamer de HP. Color azul, tamaño mediano y excelente condición nuevo. Perfecto para estudio."
"Genera una descripción atractiva de este artículo: consola de videojuegos, marca Lenovo, color plateado, tamaño grande, forma cuadrado, hecho de metal, condición usado, perfecto para viajes.","Este consola de videojuegos fue diseñado para el uso en viajes, con cuerpo de metal y un elegante color plateado. Marca Lenovo, estado: usado."
"Producto para catálogo: monitor gamer (Apple). Color: rojo, tamaño: grande, forma: circular, material: plástico, estado: nuevo. Recomendado para: hogar.","Este monitor gamer fue diseñado para el uso en hogar, con cuerpo de plástico y un elegante color rojo. Marca Apple, estado: nuevo."
"Quiero convencer a un cliente para que compre un consola de videojuegos marca Samsung, color rojo, tamaño compacto, forma rectangular, hecho de metal, en estado reacondicionado, ideal para hogar.","Potencia y estilo se unen en este consola de videojuegos de Samsung. Color rojo, tamaño compacto y excelente condición reacondicionado. Perfecto para hogar."
"Quiero convencer a un cliente para que compre un hub USB-C marca Xiaomi, color verde, tamaño grande, forma rectangular, hecho de plástico, en estado nuevo, ideal para gaming.","Este hub USB-C de la marca Xiaomi combina elegancia y funcionalidad. Su diseño rectangular, color verde y tamaño grande lo hacen ideal para gaming. Estado: nuevo."
"Quiero convencer a un cliente para que compre un tablet marca Samsung, color verde, tamaño grande, forma circular, hecho de plástico, en estado usado, ideal para hogar.","Con estructura de plástico y diseño circular, este tablet marca Samsung ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado usado."
"Eres asesor de tecnología. Promociona un reloj inteligente de la marca Acer, color gris, tamaño compacto, con forma rectangular, material aluminio, estado reacondicionado, pensado para gaming.","Un excelente reloj inteligente reacondicionado, color gris, con forma rectangular y materiales de calidad como aluminio. Diseñado por Acer para quienes buscan lo mejor en gaming."
"Genera una descripción atractiva de este artículo: luces LED, marca Apple, color gris, tamaño grande, forma rectangular, hecho de vidrio, condición nuevo, perfecto para viajes.","Potencia y estilo se unen en este luces LED de Apple. Color gris, tamaño grande y excelente condición nuevo. Perfecto para viajes."
"Genera una descripción atractiva de este artículo: mouse ergonómico, marca Asus, color plateado, tamaño compacto, forma circular, hecho de aluminio, condición nuevo, perfecto para estudio.","Este mouse ergonómico fue diseñado para el uso en estudio, con cuerpo de aluminio y un elegante color plateado. Marca Asus, estado: nuevo."
"Quiero convencer a un cliente para que compre un mouse ergonómico marca Acer, color verde, tamaño grande, forma circular, hecho de metal, en estado nuevo, ideal para estudio.","Potencia y estilo se unen en este mouse ergonómico de Acer. Color verde, tamaño grande y excelente condición nuevo. Perfecto para estudio."
"Eres asesor de tecnología. Promociona un teclado mecánico de la marca Logitech, color gris, tamaño grande, con forma circular, material plástico, estado nuevo, pensado para oficina.","Este teclado mecánico fue diseñado para el uso en oficina, con cuerpo de plástico y un elegante color gris. Marca Logitech, estado: nuevo."
"Producto para catálogo: cámara de seguridad (Asus). Color: azul, tamaño: mediano, forma: rectangular, material: vidrio, estado: usado. Recomendado para: hogar.","Este cámara de seguridad de la marca Asus combina elegancia y funcionalidad. Su diseño rectangular, color azul y tamaño mediano lo hacen ideal para hogar. Estado: usado."
"Eres asesor de tecnología. Promociona un silla gamer de la marca Logitech, color gris, tamaño compacto, con forma cuadrado, material metal, estado reacondicionado, pensado para hogar.","Este silla gamer de la marca Logitech combina elegancia y funcionalidad. Su diseño cuadrado, color gris y tamaño compacto lo hacen ideal para hogar. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un barra de sonido de la marca Samsung, color blanco, tamaño grande, con forma rectangular, material plástico, estado usado, pensado para hogar.","Este barra de sonido fue diseñado para el uso en hogar, con cuerpo de plástico y un elegante color blanco. Marca Samsung, estado: usado."
"Quiero convencer a un cliente para que compre un tablet marca Samsung, color verde, tamaño mediano, forma circular, hecho de metal, en estado reacondicionado, ideal para oficina.","Este tablet de la marca Samsung combina elegancia y funcionalidad. Su diseño circular, color verde y tamaño mediano lo hacen ideal para oficina. Estado: reacondicionado."
"Producto para catálogo: router WiFi (Lenovo). Color: azul, tamaño: compacto, forma: ovalado, material: vidrio, estado: usado. Recomendado para: estudio.","Este router WiFi de la marca Lenovo combina elegancia y funcionalidad. Su diseño ovalado, color azul y tamaño compacto lo hacen ideal para estudio. Estado: usado."
"Eres asesor de tecnología. Promociona un notebook de la marca Acer, color blanco, tamaño mediano, con forma circular, material metal, estado nuevo, pensado para viajes.","Con estructura de metal y diseño circular, este notebook marca Acer ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado nuevo."
"Eres asesor de tecnología. Promociona un mouse ergonómico de la marca Asus, color verde, tamaño compacto, con forma ovalado, material vidrio, estado reacondicionado, pensado para gaming.","Con estructura de vidrio y diseño ovalado, este mouse ergonómico marca Asus ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado reacondicionado."
"Genera una descripción atractiva de este artículo: televisor LED, marca Acer, color gris, tamaño grande, forma cuadrado, hecho de vidrio, condición nuevo, perfecto para oficina.","Un excelente televisor LED nuevo, color gris, con forma cuadrado y materiales de calidad como vidrio. Diseñado por Acer para quienes buscan lo mejor en oficina."
"Eres asesor de tecnología. Promociona un impresora de la marca Asus, color gris, tamaño grande, con forma cuadrado, material metal, estado usado, pensado para viajes.","Con estructura de metal y diseño cuadrado, este impresora marca Asus ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado usado."
"Eres asesor de tecnología. Promociona un tablet de la marca Lenovo, color rojo, tamaño mediano, con forma rectangular, material metal, estado nuevo, pensado para oficina.","Un excelente tablet nuevo, color rojo, con forma rectangular y materiales de calidad como metal. Diseñado por Lenovo para quienes buscan lo mejor en oficina."
Actúa como un vendedor profesional. Describe un producto: smartphone; marca: Samsung; color: rojo; tamaño: mediano; forma: circular; material: metal; estado: reacondicionado; uso recomendado: hogar.,"Este smartphone fue diseñado para el uso en hogar, con cuerpo de metal y un elegante color rojo. Marca Samsung, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: drone; marca: Acer; color: blanco; tamaño: mediano; forma: ovalado; material: aluminio; estado: usado; uso recomendado: gaming.,"Este drone de la marca Acer combina elegancia y funcionalidad. Su diseño ovalado, color blanco y tamaño mediano lo hacen ideal para gaming. Estado: usado."
Actúa como un vendedor profesional. Describe un producto: barra de sonido; marca: Xiaomi; color: rojo; tamaño: compacto; forma: ovalado; material: aluminio; estado: nuevo; uso recomendado: hogar.,"Un excelente barra de sonido nuevo, color rojo, con forma ovalado y materiales de calidad como aluminio. Diseñado por Xiaomi para quienes buscan lo mejor en hogar."
"Genera una descripción atractiva de este artículo: televisor LED, marca Asus, color plateado, tamaño mediano, forma ovalado, hecho de aluminio, condición nuevo, perfecto para gaming.","Un excelente televisor LED nuevo, color plateado, con forma ovalado y materiales de calidad como aluminio. Diseñado por Asus para quienes buscan lo mejor en gaming."
"Quiero convencer a un cliente para que compre un silla gamer marca Acer, color negro, tamaño mediano, forma ovalado, hecho de aluminio, en estado usado, ideal para viajes.","Con estructura de aluminio y diseño ovalado, este silla gamer marca Acer ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado usado."
"Producto para catálogo: disco duro externo (HP). Color: gris, tamaño: grande, forma: rectangular, material: vidrio, estado: reacondicionado. Recomendado para: viajes.","Un excelente disco duro externo reacondicionado, color gris, con forma rectangular y materiales de calidad como vidrio. Diseñado por HP para quienes buscan lo mejor en viajes."
"Genera una descripción atractiva de este artículo: parlante bluetooth, marca Samsung, color verde, tamaño grande, forma circular, hecho de aluminio, condición reacondicionado, perfecto para hogar.","Este parlante bluetooth fue diseñado para el uso en hogar, con cuerpo de aluminio y un elegante color verde. Marca Samsung, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: router WiFi; marca: Samsung; color: gris; tamaño: mediano; forma: rectangular; material: metal; estado: nuevo; uso recomendado: estudio.,"Este router WiFi de la marca Samsung combina elegancia y funcionalidad. Su diseño rectangular, color gris y tamaño mediano lo hacen ideal para estudio. Estado: nuevo."
"Eres asesor de tecnología. Promociona un televisor LED de la marca Asus, color blanco, tamaño grande, con forma cuadrado, material vidrio, estado nuevo, pensado para viajes.","Con estructura de vidrio y diseño cuadrado, este televisor LED marca Asus ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado nuevo."
Actúa como un vendedor profesional. Describe un producto: mouse ergonómico; marca: HP; color: negro; tamaño: grande; forma: rectangular; material: metal; estado: nuevo; uso recomendado: viajes.,"Potencia y estilo se unen en este mouse ergonómico de HP. Color negro, tamaño grande y excelente condición nuevo. Perfecto para viajes."
"Producto para catálogo: mouse ergonómico (Logitech). Color: blanco, tamaño: grande, forma: rectangular, material: plástico, estado: usado. Recomendado para: gaming.","Este mouse ergonómico de la marca Logitech combina elegancia y funcionalidad. Su diseño rectangular, color blanco y tamaño grande lo hacen ideal para gaming. Estado: usado."
Actúa como un vendedor profesional. Describe un producto: consola de videojuegos; marca: Samsung; color: negro; tamaño: mediano; forma: ovalado; material: vidrio; estado: nuevo; uso recomendado: gaming.,"Potencia y estilo se unen en este consola de videojuegos de Samsung. Color negro, tamaño mediano y excelente condición nuevo. Perfecto para gaming."
"Eres asesor de tecnología. Promociona un notebook de la marca HP, color rojo, tamaño mediano, con forma ovalado, material plástico, estado nuevo, pensado para gaming.","Un excelente notebook nuevo, color rojo, con forma ovalado y materiales de calidad como plástico. Diseñado por HP para quienes buscan lo mejor en gaming."
